,0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111,Time,Protocol,Randomizations,Identities
0,0.05098383508298889,0.0004558764041664179,0.013146246256379637,0.0004062547106819829,0.01009655192974306,1.2575057836951456e-05,0.0030230113703135684,0.00013456400558731272,0.7852046145095049,0.0047143618177445095,0.023915405250077335,0.007710752087392405,0.07524528286516412,0.0008344963014963306,0.023399220416665964,0.0007169519342566327,0.0,RAW,1,0
1,0.09098158315190608,0.008129137529995173,0.09215563832833194,0.004433228423587101,0.015697702799191894,0.001440797722809064,0.01137206815087861,0.0012946993085285752,0.5630029167859322,0.01895690789041396,0.035991089928340166,0.019312313853179892,0.0987444632215911,0.005485017640228775,0.027415957979858817,0.005586477285227082,0.06,RAW,1,0
2,0.1104454097394988,0.018382675874996215,0.1376401113012848,0.009342503379657589,0.035104864223001866,0.005052873110252724,0.01567246952837867,0.002614951641547159,0.5001576754592747,0.020734268579406693,0.07176217018630628,0.015111983700724588,0.03397118030232426,0.0035466407481624515,0.017901786079209055,0.002558436145974154,0.12,RAW,1,0
3,0.0755306311462308,0.04455510863286619,0.2003287337122513,0.009750491100505536,0.09958782916482194,0.008032866601327085,0.0190681927746148,0.0059616283447132155,0.3635512795641768,0.02819345272014363,0.04985588432006638,0.012689796062484104,0.046582331563949676,0.008595764426437103,0.02423791712105936,0.003478092744352424,0.18,RAW,1,0
4,0.10985294973456802,0.079091513536729,0.18810186664409473,0.011857317981148864,0.11095912379062357,0.016458224940353372,0.02989565243411902,0.004643375402555945,0.3029818266681969,0.027324091673592298,0.05243202628495779,0.011788979693895448,0.03348073157375537,0.0071379692249671405,0.012196910797617946,0.001797439618824589,0.24,RAW,1,0
5,0.07107465564814244,0.10922797022264,0.20688371744531608,0.009923175762913232,0.19706150486278584,0.016610350187904487,0.024669625695783473,0.007998888200416334,0.21546297877323967,0.022174114008920547,0.042415750547987414,0.008456261954234849,0.03325355915586439,0.010101655422397871,0.021605890146670574,0.0030799019647828416,0.3,RAW,1,0
6,0.06937479502060986,0.17709335768814546,0.1215515577193848,0.01275743953199876,0.2527030595874197,0.023206033226813413,0.02295344632826207,0.010441821117074139,0.17322563878953087,0.03580279009800803,0.02504267932898442,0.010420735962624772,0.03644942603396219,0.012756844425315801,0.014050664364118691,0.0021697107777470283,0.36,RAW,1,0
7,0.0951672881658449,0.2356424372092116,0.12621359153468975,0.015520893028572187,0.25688248324228513,0.03859935228160896,0.011263667318527423,0.015390285729287025,0.07151358125411245,0.031207952270449427,0.014020094726086597,0.0036448635283455382,0.05443083655114538,0.01921961207537134,0.006448764837381034,0.004834296247081063,0.42,RAW,1,0
8,0.04641256583195572,0.14769892245859184,0.09290097065547505,0.009687857493660405,0.4015058776536502,0.02909387431138463,0.025428958192979408,0.01664307587212909,0.1117364711023104,0.02155518483974534,0.014369876331473944,0.004811479121202851,0.05507441241646414,0.01158157853916059,0.009048652982450162,0.0024502421973659726,0.48,RAW,1,0
9,0.08315152503760692,0.24267117512981004,0.14376874500907105,0.01447699014760508,0.2191419945208653,0.036173564259819775,0.03530378191913817,0.011743307368794908,0.06454668766364301,0.03761036616149277,0.021712645188492138,0.006399606025123958,0.057218727546267834,0.0134334720568656,0.010316022896854557,0.0023313890685489787,0.54,RAW,1,0
10,0.037526386693440904,0.12168449072811326,0.1949729484671,0.009487264044703562,0.2665160232895682,0.024824598442431633,0.028178484559598697,0.016992026383302047,0.17124461956426137,0.0213311964854577,0.04078848640166435,0.00830683705790662,0.03607386541093413,0.00690391491178078,0.012384084705547294,0.0027847728541894367,0.6,RAW,1,0
11,0.058743905122917155,0.09101171293929139,0.23896323216327428,0.00902465722086081,0.18786044996658227,0.018210553792556507,0.02531973002297222,0.010499822117328188,0.20821502979509757,0.015528811545159954,0.033653565363485426,0.007931999299395772,0.059887639364838305,0.010869400033671074,0.020904659365390075,0.003374831887178895,0.6599999999999999,RAW,1,0
12,0.067262747197629,0.07312324762610942,0.20800644795465928,0.012375998497418005,0.14725886520152925,0.021381149903395767,0.027222380795728286,0.007416228461663927,0.29533872491562174,0.021679025718851667,0.040391249508525365,0.010881529983253146,0.03873596889651991,0.007318100895729786,0.018638233882798876,0.0029701005605666294,0.72,RAW,1,0
13,0.1146526985827234,0.0478381905333676,0.17671327710707532,0.006661570805212899,0.06997989779423873,0.00528481426843006,0.01812469093052507,0.0053790591563673195,0.36403665978679783,0.0292161698570192,0.06946170967652365,0.016753435344824184,0.04583841496120829,0.0064455458926843115,0.019210999669096774,0.004402865633905116,0.78,RAW,1,0
14,0.09648918726881035,0.028562193954718602,0.15959147955811798,0.008754884017679838,0.03895696307028277,0.007510207421860939,0.03644423526365992,0.0032876838543124207,0.4268974451470877,0.015001730241136692,0.06425989852456852,0.016952182901484494,0.06441535057111546,0.0048967732315534545,0.023954166682779856,0.004025618290831108,0.84,RAW,1,0
15,0.08802902711624648,0.028545025670240715,0.155752198164377,0.009837532049466207,0.041400054709395374,0.0065619756276241205,0.026084162992200784,0.004307734679297381,0.455332442346417,0.021732803426408234,0.05613042189317146,0.01925444001450897,0.051726641367697675,0.006109341508675312,0.023179300100335466,0.006016898333937592,0.8999999999999999,RAW,1,0
16,0.10567924957154275,0.0254686410424541,0.21453847421323716,0.010004733862233316,0.028460106324999398,0.003945260546012882,0.024998792419914945,0.002583565683702161,0.4030250075923772,0.010085911266528231,0.06195177289480059,0.016214694349578954,0.06453006245847716,0.0029453152887819207,0.021757007899178237,0.003811404586180724,0.96,RAW,1,0
17,0.12745668099682472,0.052285994926785956,0.1983487708844113,0.00620458799111528,0.06904056577811159,0.004112598060091708,0.014231583151981092,0.005275697031979228,0.31818939735612295,0.01790420192307982,0.04957077380595858,0.01364096517314141,0.07022162171610875,0.010299082056704144,0.038426371365094775,0.004791107782488802,1.02,RAW,1,0
18,0.044514809688899294,0.039195986545372555,0.22452013066002857,0.010944488198329305,0.13069955754188872,0.006896626058408927,0.037881399194976496,0.009855979726608637,0.354950958266564,0.013459492725942103,0.027818388705400036,0.01428098635914047,0.05080396273799971,0.004236955372992655,0.02655649587238953,0.0033837823450590747,1.08,RAW,1,0
19,0.0683726472837427,0.08459681132597498,0.3430624234893628,0.011154350071358517,0.06754815441975283,0.013705449472516068,0.04184187360233332,0.00418976734881617,0.18802901849935413,0.01383884771182477,0.04086278167437226,0.008747570323941432,0.07126602724249927,0.007285712903683272,0.030119286536152794,0.0053792780943148506,1.14,RAW,1,0
20,0.07034978252147049,0.10985399496498524,0.21692064312095446,0.011598698695199635,0.12894391280546066,0.02018734937073206,0.02488648906276929,0.009532074715676016,0.26220938923047293,0.02343910130078212,0.026213496911068564,0.010694275580473915,0.04623750131100939,0.01301445377610754,0.020672821425839198,0.005246015206998415,1.2,RAW,1,0
